step_size,                  x,              v_num,            u_exact,                time

0.00010001,                   0,         0.000900515,         0.000899595,             1006.62,

0.00010001,          0.00010001,          0.00180003,          0.00179819,             1006.62,

0.00010001,          0.00020002,          0.00269854,          0.00269579,             1006.62,

0.00010001,          0.00030003,          0.00359606,          0.00359239,             1006.62,

0.00010001,          0.00040004,          0.00449258,          0.00448799,             1006.62,

0.00010001,          0.00050005,          0.00538811,           0.0053826,             1006.62,

0.00010001,          0.00060006,          0.00628263,          0.00627621,             1006.62,

0.00010001,          0.00070007,          0.00717617,          0.00716884,             1006.62,

0.00010001,          0.00080008,          0.00806871,          0.00806046,             1006.62,

0.00010001,          0.00090009,          0.00896026,           0.0089511,             1006.62,

0.00010001,           0.0010001,          0.00985082,          0.00984075,             1006.62,

0.00010001,          0.00110011,           0.0107404,           0.0107294,             1006.62,

0.00010001,          0.00120012,            0.011629,           0.0116171,             1006.62,

0.00010001,          0.00130013,           0.0125166,           0.0125038,             1006.62,

0.00010001,          0.00140014,           0.0134032,           0.0133895,             1006.62,

0.00010001,          0.00150015,           0.0142888,           0.0142742,             1006.62,

0.00010001,          0.00160016,           0.0151734,           0.0151579,             1006.62,

0.00010001,          0.00170017,            0.016057,           0.0160406,             1006.62,

0.00010001,          0.00180018,           0.0169397,           0.0169224,             1006.62,

0.00010001,          0.00190019,           0.0178214,           0.0178032,             1006.62,

0.00010001,           0.0020002,           0.0187021,            0.018683,             1006.62,

0.00010001,          0.00210021,           0.0195818,           0.0195618,             1006.62,

0.00010001,          0.00220022,           0.0204605,           0.0204396,             1006.62,

0.00010001,          0.00230023,           0.0213383,           0.0213165,             1006.62,

0.00010001,          0.00240024,           0.0222151,           0.0221924,             1006.62,

0.00010001,          0.00250025,           0.0230909,           0.0230673,             1006.62,

0.00010001,          0.00260026,           0.0239657,           0.0239412,             1006.62,

0.00010001,          0.00270027,           0.0248396,           0.0248142,             1006.62,

0.00010001,          0.00280028,           0.0257125,           0.0256862,             1006.62,

0.00010001,          0.00290029,           0.0265844,           0.0265572,             1006.62,

0.00010001,           0.0030003,           0.0274553,           0.0274273,             1006.62,

0.00010001,          0.00310031,           0.0283253,           0.0282963,             1006.62,

0.00010001,          0.00320032,           0.0291943,           0.0291645,             1006.62,

0.00010001,          0.00330033,           0.0300623,           0.0300316,             1006.62,

0.00010001,          0.00340034,           0.0309294,           0.0308978,             1006.62,

0.00010001,          0.00350035,           0.0317955,            0.031763,             1006.62,

0.00010001,          0.00360036,           0.0326606,           0.0326272,             1006.62,

0.00010001,          0.00370037,           0.0335248,           0.0334905,             1006.62,

0.00010001,          0.00380038,            0.034388,           0.0343528,             1006.62,

0.00010001,          0.00390039,           0.0352502,           0.0352142,             1006.62,

0.00010001,           0.0040004,           0.0361115,           0.0360746,             1006.62,

0.00010001,          0.00410041,           0.0369718,            0.036934,             1006.62,

0.00010001,          0.00420042,           0.0378312,           0.0377925,             1006.62,

0.00010001,          0.00430043,           0.0386896,             0.03865,             1006.62,

0.00010001,          0.00440044,            0.039547,           0.0395066,             1006.62,

0.00010001,          0.00450045,           0.0404035,           0.0403622,             1006.62,

0.00010001,          0.00460046,            0.041259,           0.0412168,             1006.62,

0.00010001,          0.00470047,           0.0421136,           0.0420705,             1006.62,

0.00010001,          0.00480048,           0.0429672,           0.0429233,             1006.62,

0.00010001,          0.00490049,           0.0438199,           0.0437751,             1006.62,

0.00010001,           0.0050005,           0.0446716,           0.0446259,             1006.62,

0.00010001,          0.00510051,           0.0455223,           0.0454758,             1006.62,

0.00010001,          0.00520052,           0.0463721,           0.0463247,             1006.62,

0.00010001,          0.00530053,            0.047221,           0.0471727,             1006.62,

0.00010001,          0.00540054,           0.0480689,           0.0480198,             1006.62,

0.00010001,          0.00550055,           0.0489159,           0.0488659,             1006.62,

0.00010001,          0.00560056,           0.0497619,            0.049711,             1006.62,

0.00010001,          0.00570057,            0.050607,           0.0505552,             1006.62,

0.00010001,          0.00580058,           0.0514511,           0.0513985,             1006.62,

0.00010001,          0.00590059,           0.0522943,           0.0522408,             1006.62,

0.00010001,           0.0060006,           0.0531365,           0.0530822,             1006.62,

0.00010001,          0.00610061,           0.0539778,           0.0539226,             1006.62,

0.00010001,          0.00620062,           0.0548181,           0.0547621,             1006.62,

0.00010001,          0.00630063,           0.0556576,           0.0556007,             1006.62,

0.00010001,          0.00640064,            0.056496,           0.0564383,             1006.62,

0.00010001,          0.00650065,           0.0573336,            0.057275,             1006.62,

0.00010001,          0.00660066,           0.0581702,           0.0581107,             1006.62,

0.00010001,          0.00670067,           0.0590058,           0.0589455,             1006.62,

0.00010001,          0.00680068,           0.0598406,           0.0597794,             1006.62,

0.00010001,          0.00690069,           0.0606744,           0.0606123,             1006.62,

0.00010001,           0.0070007,           0.0615072,           0.0614443,             1006.62,

0.00010001,          0.00710071,           0.0623392,           0.0622754,             1006.62,

0.00010001,          0.00720072,           0.0631702,           0.0631056,             1006.62,

0.00010001,          0.00730073,           0.0640002,           0.0639348,             1006.62,

0.00010001,          0.00740074,           0.0648294,           0.0647631,             1006.62,

0.00010001,          0.00750075,           0.0656576,           0.0655904,             1006.62,

0.00010001,          0.00760076,           0.0664848,           0.0664169,             1006.62,

0.00010001,          0.00770077,           0.0673112,           0.0672424,             1006.62,

0.00010001,          0.00780078,           0.0681366,           0.0680669,             1006.62,

0.00010001,          0.00790079,           0.0689611,           0.0688906,             1006.62,

0.00010001,           0.0080008,           0.0697847,           0.0697133,             1006.62,

0.00010001,          0.00810081,           0.0706074,           0.0705351,             1006.62,

0.00010001,          0.00820082,           0.0714291,            0.071356,             1006.62,

0.00010001,          0.00830083,           0.0722499,            0.072176,             1006.62,

0.00010001,          0.00840084,           0.0730698,           0.0729951,             1006.62,

0.00010001,          0.00850085,           0.0738888,           0.0738132,             1006.62,

0.00010001,          0.00860086,           0.0747068,           0.0746304,             1006.62,

0.00010001,          0.00870087,           0.0755239,           0.0754467,             1006.62,

0.00010001,          0.00880088,           0.0763402,           0.0762621,             1006.62,

