step_size,                  x,              v_num,            u_exact,               time,
0.001001,            0.295295,            0.659204,            0.652052,             11081.4,

0.001001,            0.296296,            0.658714,            0.651565,             11081.4,

0.001001,            0.297297,             0.65822,            0.651074,             11081.4,

0.001001,            0.298298,             0.65772,            0.650577,             11081.4,

0.001001,            0.299299,            0.657216,            0.650076,             11081.4,

0.001001,              0.3003,            0.656706,            0.649569,             11081.4,

0.001001,            0.301301,            0.656192,            0.649058,             11081.4,

0.001001,            0.302302,            0.655672,            0.648541,             11081.4,

0.001001,            0.303303,            0.655148,             0.64802,             11081.4,

0.001001,            0.304304,            0.654618,            0.647494,             11081.4,

0.001001,            0.305305,            0.654084,            0.646963,             11081.4,

0.001001,            0.306306,            0.653546,            0.646428,             11081.4,

0.001001,            0.307307,            0.653002,            0.645888,             11081.4,

0.001001,            0.308308,            0.652454,            0.645343,             11081.4,

0.001001,            0.309309,            0.651901,            0.644794,             11081.4,

0.001001,             0.31031,            0.651344,             0.64424,             11081.4,

0.001001,            0.311311,            0.650783,            0.643682,             11081.4,

0.001001,            0.312312,            0.650216,             0.64312,             11081.4,

0.001001,            0.313313,            0.649646,            0.642553,             11081.4,

0.001001,            0.314314,            0.649071,            0.641982,             11081.4,

0.001001,            0.315315,            0.648492,            0.641406,             11081.4,

0.001001,            0.316316,            0.647908,            0.640827,             11081.4,

0.001001,            0.317317,             0.64732,            0.640243,             11081.4,

0.001001,            0.318318,            0.646728,            0.639655,             11081.4,

0.001001,            0.319319,            0.646132,            0.639062,             11081.4,

0.001001,             0.32032,            0.645532,            0.638466,             11081.4,

0.001001,            0.321321,            0.644928,            0.637866,             11081.4,

0.001001,            0.322322,            0.644319,            0.637262,             11081.4,

0.001001,            0.323323,            0.643707,            0.636653,             11081.4,

0.001001,            0.324324,            0.643091,            0.636041,             11081.4,

0.001001,            0.325325,            0.642471,            0.635425,             11081.4,

0.001001,            0.326326,            0.641847,            0.634805,             11081.4,

0.001001,            0.327327,            0.641219,            0.634182,             11081.4,

0.001001,            0.328328,            0.640587,            0.633554,             11081.4,

0.001001,            0.329329,            0.639951,            0.632923,             11081.4,

0.001001,             0.33033,            0.639312,            0.632288,             11081.4,

0.001001,            0.331331,            0.638669,             0.63165,             11081.4,

0.001001,            0.332332,            0.638023,            0.631008,             11081.4,

0.001001,            0.333333,            0.637373,            0.630362,             11081.4,

0.001001,            0.334334,            0.636719,            0.629713,             11081.4,

0.001001,            0.335335,            0.636062,             0.62906,             11081.4,

0.001001,            0.336336,            0.635401,            0.628404,             11081.4,

0.001001,            0.337337,            0.634737,            0.627745,             11081.4,

0.001001,            0.338338,            0.634069,            0.627082,             11081.4,

0.001001,            0.339339,            0.633398,            0.626415,             11081.4,

0.001001,             0.34034,            0.632724,            0.625746,             11081.4,

0.001001,            0.341341,            0.632046,            0.625073,             11081.4,

0.001001,            0.342342,            0.631365,            0.624396,             11081.4,

0.001001,            0.343343,            0.630681,            0.623717,             11081.4,

0.001001,            0.344344,            0.629993,            0.623034,             11081.4,

0.001001,            0.345345,            0.629303,            0.622348,             11081.4,

0.001001,            0.346346,            0.628609,            0.621659,             11081.4,

